"sf__Id","sf__Error","Subject","ActivityDate","CallType","Status","OwnerId","WhoId"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-03-29","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-03-29","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-03-29","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","KIT","2025-04-01","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","F/up to schedule SI 2","2025-04-02","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Other","2025-04-02","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktQyvIAE"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-04-02","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-04-03","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","KIT","2025-04-08","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktPhGIAU"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-04-10","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktQExIAM"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","KIT","2025-04-10","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-04-10","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktTDpIAM"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-04-10","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-04-10","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000kt1P4IAI"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Check in, 4 week.s","2025-04-11","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000PzYhWIAV"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-04-11","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktTDtIAM"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-04-17","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-04-17","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktSjQIAU"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-04-17","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-04-17","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktP2iIAE"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-04-17","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-04-17","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktQamIAE"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-04-17","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-04-17","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktT5pIAE"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-04-17","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktSTHIA2"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-04-17","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000USFpKIAX"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-04-18","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-04-18","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktQboIAE"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-04-22","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktQGBIA2"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","KIT","2025-04-22","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktTHKIA2"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-04-22","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktRL4IAM"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-04-22","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktTHYIA2"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-04-24","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-04-24","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","tech?","2025-04-24","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000XQ7qtIAD"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-04-29","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-05-07","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktRLAIA2"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-05-07","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktT5qIAE"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-05-07","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktQbIIAU"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-05-07","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000TPeRQIA1"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-05-07","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktPMRIA2"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","NS","2025-05-14","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Follow up","2025-05-14","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktPGrIAM"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-05-15","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-05-15","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktT5PIAU"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-05-15","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktTWqIAM"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-05-21","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-05-21","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000XcZkvIAF"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","A codes/","2025-05-21","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000XL1kbIAD"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-05-21","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktQFEIA2"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-05-21","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-05-22","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktRxMIAU"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-05-23","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-05-23","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktRwJIAU"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","In or out?","2025-05-23","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktTcsIAE"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","talked to today - going to Kestra","2025-05-23","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-05-29","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-05-29","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-06-03","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-06-04","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","F/u to schedule AI","2025-06-04","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktTd7IAE"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Follow up","2025-06-04","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-06-04","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-06-05","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","A codes?","2025-06-05","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktTHSIA2"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-06-06","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000X7uDnIAJ"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-06-06","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-06-06","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-06-06","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-06-11","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-06-11","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktPg1IAE"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-06-11","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktQxRIAU"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","NS","2025-06-11","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-06-12","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000kseqkIAA"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","KIT","2025-06-12","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktPgxIAE"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-06-12","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktQyiIAE"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-06-12","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Follow up","2025-06-12","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","NS","2025-06-12","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-06-17","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Follow up","2025-06-17","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Other","2025-06-17","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000fiaD3IAI"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","KIT","2025-06-18","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktQF6IAM"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-06-18","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktRwEIAU"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","KIT","2025-06-18","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","NS","2025-06-18","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000eoGk5IAE"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-06-19","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","F/up to schedule SI 1","2025-06-19","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktQyyIAE"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-06-19","Inbound","Not Started","005Vo00000DqpnpAAB","0035f00002G7fTaAAJ"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","KIT","2025-06-19","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-06-19","Inbound","Not Started","005Vo00000DqpnpAAB","0035f00002G7l4XAAR"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-06-19","Inbound","Not Started","005Vo00000DqpnpAAB","0035f00002G7kuJAAR"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-06-19","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktTEAIA2"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Other","2025-06-19","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-06-24","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktTDdIAM"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-06-24","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktSThIAM"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-06-25","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000UEUY4IAP"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-06-25","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-06-25","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Follow up","2025-06-25","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000f23TdIAI"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-06-25","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-06-25","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","NS","2025-06-25","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000dhhjEIAQ"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-06-26","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-06-26","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-06-26","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000WKqt7IAD"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-06-26","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Production?","2025-06-26","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-06-26","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktTHFIA2"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Follow up","2025-06-26","Inbound","Not Started","005Vo00000DqpnpAAB","0035f00002G7l2cAAB"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Follow up","2025-06-26","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","F/u to schedule AI","2025-06-26","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Follow up","2025-06-26","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-07-01","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-07-01","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktTevIAE"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-07-08","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-07-08","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","NS?","2025-07-08","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ksNPaIAM"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Follow up","2025-07-08","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000hzMXaIAM"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","We can reconnect in July","2025-07-09","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktT5hIAE"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-07-09","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000TPHMzIAP"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-07-09","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktSTpIAM"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-07-10","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-07-10","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-07-10","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-07-10","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-07-14","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-07-17","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktNs5IAE"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-07-17","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-07-17","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-07-17","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","F/up to schedule SI 2","2025-07-22","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktQW6IAM"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-07-22","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktO0sIAE"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-07-22","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktSf1IAE"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-07-22","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000TOoXfIAL"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","KIT","2025-07-22","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Feedback","2025-07-22","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-07-23","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktRKdIAM"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-07-24","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000kt6EUIAY"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-07-24","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-07-24","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-07-24","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktQElIAM"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-07-24","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-07-24","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktRKkIAM"
