"Subject","ActivityDate","Type","Status","OwnerId","WhoId"
"Call","2025-04-22","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktTHYIA2"
"Call","2025-04-24","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-04-24","Call","Not Started","0055f00000DqpnpAAB",""
"tech?","2025-04-24","Call","Not Started","0055f00000DqpnpAAB","003Vo00000XQ7qtIAD"
"Call","2025-04-29","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-05-07","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktRLAIA2"
"Call","2025-05-07","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktT5qIAE"
"Call","2025-05-07","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktQbIIAU"
"Call","2025-05-07","Call","Not Started","0055f00000DqpnpAAB","003Vo00000TPeRQIA1"
"Call","2025-05-07","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktPMRIA2"
"NS","2025-05-14","Call","Not Started","0055f00000DqpnpAAB",""
"Follow up","2025-05-14","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktPGrIAM"
"Call","2025-05-15","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-05-15","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktT5PIAU"
"Call","2025-05-15","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktTWqIAM"
"Call","2025-05-21","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-05-21","Call","Not Started","0055f00000DqpnpAAB","003Vo00000XcZkvIAF"
"A codes/","2025-05-21","Call","Not Started","0055f00000DqpnpAAB","003Vo00000XL1kbIAD"
"Call","2025-05-21","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktQFEIA2"
"Call","2025-05-21","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-05-22","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktRxMIAU"
"Call","2025-05-23","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-05-23","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktRwJIAU"
"In or out?","2025-05-23","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktTcsIAE"
"talked to today - going to Kestra","2025-05-23","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-05-29","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-05-29","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-06-03","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-06-04","Call","Not Started","0055f00000DqpnpAAB",""
"F/u to schedule AI","2025-06-04","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktTd7IAE"
"Follow up","2025-06-04","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-06-04","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-06-05","Call","Not Started","0055f00000DqpnpAAB",""
"A codes?","2025-06-05","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktTHSIA2"
"Call","2025-06-06","Call","Not Started","0055f00000DqpnpAAB","003Vo00000X7uDnIAJ"
"Call","2025-06-06","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-06-06","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-06-06","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-06-11","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-06-11","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktPg1IAE"
"Call","2025-06-11","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktQxRIAU"
"NS","2025-06-11","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-06-12","Call","Not Started","0055f00000DqpnpAAB","003Vo00000kseqkIAA"
"KIT","2025-06-12","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktPgxIAE"
"Call","2025-06-12","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktQyiIAE"
"Call","2025-06-12","Call","Not Started","0055f00000DqpnpAAB",""
"Follow up","2025-06-12","Call","Not Started","0055f00000DqpnpAAB",""
"NS","2025-06-12","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-06-17","Call","Not Started","0055f00000DqpnpAAB",""
"Follow up","2025-06-17","Call","Not Started","0055f00000DqpnpAAB",""
"Other","2025-06-17","Call","Not Started","0055f00000DqpnpAAB","003Vo00000fiaD3IAI"
"KIT","2025-06-18","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktQF6IAM"
"Call","2025-06-18","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktRwEIAU"
"KIT","2025-06-18","Call","Not Started","0055f00000DqpnpAAB",""
"NS","2025-06-18","Call","Not Started","0055f00000DqpnpAAB","003Vo00000eoGk5IAE"
"Call","2025-06-19","Call","Not Started","0055f00000DqpnpAAB",""
"F/up to schedule SI 1","2025-06-19","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktQyyIAE"
"Call","2025-06-19","Call","Not Started","0055f00000DqpnpAAB","0035f00002G7fTaAAJ"
"KIT","2025-06-19","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-06-19","Call","Not Started","0055f00000DqpnpAAB","0035f00002G7l4XAAR"
"Call","2025-06-19","Call","Not Started","0055f00000DqpnpAAB","0035f00002G7kuJAAR"
"Call","2025-06-19","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktTEAIA2"
"Other","2025-06-19","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-06-24","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktTDdIAM"
"Call","2025-06-24","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktSThIAM"
"Call","2025-06-25","Call","Not Started","0055f00000DqpnpAAB","003Vo00000UEUY4IAP"
"Call","2025-06-25","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-06-25","Call","Not Started","0055f00000DqpnpAAB",""
"Follow up","2025-06-25","Call","Not Started","0055f00000DqpnpAAB","003Vo00000f23TdIAI"
"Call","2025-06-25","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-06-25","Call","Not Started","0055f00000DqpnpAAB",""
"NS","2025-06-25","Call","Not Started","0055f00000DqpnpAAB","003Vo00000dhhjEIAQ"
"Call","2025-06-26","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-06-26","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-06-26","Call","Not Started","0055f00000DqpnpAAB","003Vo00000WKqt7IAD"
"Call","2025-06-26","Call","Not Started","0055f00000DqpnpAAB",""
"Production?","2025-06-26","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-06-26","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktTHFIA2"
"Follow up","2025-06-26","Call","Not Started","0055f00000DqpnpAAB","0035f00002G7l2cAAB"
"Follow up","2025-06-26","Call","Not Started","0055f00000DqpnpAAB",""
"F/u to schedule AI","2025-06-26","Call","Not Started","0055f00000DqpnpAAB",""
"Follow up","2025-06-26","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-07-01","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-07-01","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktTevIAE"
"Call","2025-07-08","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-07-08","Call","Not Started","0055f00000DqpnpAAB",""
"NS?","2025-07-08","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ksNPaIAM"
"Follow up","2025-07-08","Call","Not Started","0055f00000DqpnpAAB","003Vo00000hzMXaIAM"
"We can reconnect in July","2025-07-09","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktT5hIAE"
"Call","2025-07-09","Call","Not Started","0055f00000DqpnpAAB","003Vo00000TPHMzIAP"
"Call","2025-07-09","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktSTpIAM"
"Call","2025-07-10","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-07-10","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-07-10","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-07-10","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-07-14","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-07-17","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktNs5IAE"
"Call","2025-07-17","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-07-17","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-07-17","Call","Not Started","0055f00000DqpnpAAB",""
"F/up to schedule SI 2","2025-07-22","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktQW6IAM"
"Call","2025-07-22","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktO0sIAE"
"Call","2025-07-22","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktSf1IAE"
"Call","2025-07-22","Call","Not Started","0055f00000DqpnpAAB","003Vo00000TOoXfIAL"
"KIT","2025-07-22","Call","Not Started","0055f00000DqpnpAAB",""
"Feedback","2025-07-22","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-07-23","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktRKdIAM"
"Call","2025-07-24","Call","Not Started","0055f00000DqpnpAAB","003Vo00000kt6EUIAY"
"Call","2025-07-24","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-07-24","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-07-24","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktQElIAM"
"Call","2025-07-24","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-07-24","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktRKkIAM"
"Call","2025-07-24","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-07-24","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-07-24","Call","Not Started","0055f00000DqpnpAAB","003Vo00000g9W3jIAE"
"Call","2025-07-24","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-07-24","Call","Not Started","0055f00000DqpnpAAB","003Vo00000kt1OmIAI"
"Call","2025-07-24","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-07-25","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktTDvIAM"
"Call","2025-07-25","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ZcCYfIAN"
"Call","2025-07-25","Call","Not Started","0055f00000DqpnpAAB","003Vo00000UiXghIAF"
"Call","2025-07-25","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktRMQIA2"
"What is he waiting for?","2025-07-25","Call","Not Started","0055f00000DqpnpAAB","003Vo00000TxUmAIAV"
"Call","2025-07-25","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-07-25","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktRJgIAM"
"Call","2025-07-25","Call","Not Started","0055f00000DqpnpAAB","003Vo00000UWGMxIAP"
"KIT","2025-07-29","Call","Not Started","0055f00000DqpnpAAB","003Vo00000l03XWIAY"
"Call","2025-08-05","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktST7IAM"
"Call","2025-08-05","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktQbuIAE"
"Completed L&H?","2025-08-05","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktTTIIA2"
"Call","2025-08-06","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktRLfIAM"
"Call","2025-08-06","Call","Not Started","0055f00000DqpnpAAB",""
"Check in on baby?","2025-08-06","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktTDxIAM"
"Follow up","2025-08-06","Call","Not Started","0055f00000DqpnpAAB","003Vo00000aMEqnIAG"
"Call","2025-08-07","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-08-07","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktTHGIA2"
"Call","2025-08-07","Call","Not Started","0055f00000DqpnpAAB",""
"NS?","2025-08-07","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktQGLIA2"
"Call","2025-08-12","Call","Not Started","0055f00000DqpnpAAB",""
"COI","2025-08-12","Call","Not Started","0055f00000DqpnpAAB","003Vo00000iAoTfIAK"
"Call","2025-08-13","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-08-13","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-08-13","Call","Not Started","0055f00000DqpnpAAB","003Vo00000UZQpdIAH"
"Call","2025-08-13","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-08-13","Call","Not Started","0055f00000DqpnpAAB",""
"LIC and FIN?","2025-08-15","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktSEaIAM"
"Call","2025-09-04","Call","Not Started","0055f00000DqpnpAAB",""
"F/u to schedule AI","2025-09-04","Call","Not Started","0055f00000DqpnpAAB",""
"NS codes?","2025-09-05","Call","Not Started","0055f00000DqpnpAAB","003Vo00000l5GfSIAU"
"IAP and MDE200","2025-09-08","Call","Not Started","0055f00000DqpnpAAB","003Vo00000pjNXmIAM"
"Call still at FISHER?","2025-09-11","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-09-11","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktOXIIA2"
"Call","2025-09-11","Call","Not Started","0055f00000DqpnpAAB","003Vo00000X3GDJIA3"
"Call","2025-09-11","Call","Not Started","0055f00000DqpnpAAB","003Vo00000UfgJmIAJ"
"Call","2025-09-11","Call","Not Started","0055f00000DqpnpAAB","0035f00002G7i73AAB"
"KIT","2025-09-11","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktST6IAM"
"Call","2025-09-11","Call","Not Started","0055f00000DqpnpAAB",""
"F/u to schedule AI","2025-09-11","Call","Not Started","0055f00000DqpnpAAB","003Vo00000qPbPtIAK"
"Call","2025-09-11","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-09-12","Call","Not Started","0055f00000DqpnpAAB",""
"F/up to schedule SI 1","2025-09-12","Call","Not Started","0055f00000DqpnpAAB","003Vo00000pLs9lIAC"
"Call","2025-09-12","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktRKPIA2"
"Call","2025-09-16","Call","Not Started","0055f00000DqpnpAAB",""
"Where is she?","2025-09-16","Call","Not Started","0055f00000DqpnpAAB","003Vo00000jMBNwIAO"
"Call","2025-09-16","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-09-17","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktQajIAE"
"Call","2025-09-17","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktSqyIAE"
"Call","2025-09-17","Call","Not Started","0055f00000DqpnpAAB","003Vo00000U4rpLIAR"
"Call","2025-09-17","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktRMcIAM"
"Call","2025-09-17","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktR07IAE"
"Call","2025-09-17","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktTf2IAE"
"Call","2025-09-17","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktQyLIAU"
"Call","2025-09-17","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktSqnIAE"
"Reconnect - Fathers is estate planning, referral form Daniel Chung, follow up in 6 months.","2025-09-18","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktTDsIAM"
"Call","2025-09-18","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ksTkJIAU"
"Call","2025-09-18","Call","Not Started","0055f00000DqpnpAAB",""
"Redirect, but follow up in 5 months to see where he isat?","2025-09-18","Call","Not Started","0055f00000DqpnpAAB","003Vo00000YzR69IAF"
"Call","2025-09-18","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-09-18","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktTDzIAM"
"Check in?","2025-09-18","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktTf1IAE"
"Call","2025-09-18","Call","Not Started","0055f00000DqpnpAAB","003Vo00000h2mhMIAQ"
"Call","2025-09-22","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktSjPIAU"
"Call","2025-09-22","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-09-22","Call","Not Started","0055f00000DqpnpAAB",""
"KIT","2025-09-22","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-09-22","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktPejIAE"
"Call","2025-09-24","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-09-24","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktQVwIAM"
"Call","2025-09-24","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-09-24","Call","Not Started","0055f00000DqpnpAAB","003Vo00000U1hLDIAZ"
"Call","2025-09-24","Call","Not Started","0055f00000DqpnpAAB","003Vo00000bSdIyIAK"
"Call","2025-09-24","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktTHHIA2"
"Call","2025-09-24","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-09-24","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktQzIIAU"
"Call","2025-09-24","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-09-24","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktPfRIAU"
"need: Education ? Licensing -","2025-09-24","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-09-24","Call","Not Started","0055f00000DqpnpAAB","0035f000023HJTDAA4"
"Call","2025-09-24","Call","Not Started","0055f00000DqpnpAAB",""
"NS","2025-09-24","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-09-24","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktP32IAE"
"F/up to schedule SI 1","2025-09-24","Call","Not Started","0055f00000DqpnpAAB","003Vo00000sYONNIA4"
"Call","2025-09-25","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-09-25","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-09-25","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-09-25","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktTHdIAM"
"Call","2025-09-25","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktSCSIA2"
"KIT","2025-09-25","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-09-25","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-09-25","Call","Not Started","0055f00000DqpnpAAB",""
"FUp","2025-09-25","Call","Not Started","0055f00000DqpnpAAB","003Vo00000pRclPIAS"
"Call","2025-09-25","Call","Not Started","0055f00000DqpnpAAB","003Vo00000qv3mPIAQ"
"KIT","2025-09-25","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-09-25","Call","Not Started","0055f00000DqpnpAAB","003Vo00000cdTabIAE"
"F/up to schedule Connection Interview (1st)","2025-09-25","Call","Not Started","0055f00000DqpnpAAB","003Vo00000vYjtBIAS"
"Call","2025-09-26","Call","Not Started","0055f00000DqpnpAAB","003Vo00000kNL6AIAW"
"Call","2025-09-26","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-09-26","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-09-26","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-09-26","Call","Not Started","0055f00000DqpnpAAB","003Vo00000syzKoIAI"
"Call","2025-09-26","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-10-03","Call","Not Started","0055f00000DqpnpAAB",""
"Reconnect","2025-10-09","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-10-09","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-10-10","Call","Not Started","0055f00000DqpnpAAB","003Vo00000qLyb7IAC"
"Call","2025-10-10","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-10-10","Call","Not Started","0055f00000DqpnpAAB","003Vo00000l7dcoIAA"
"Follow up","2025-10-10","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-10-10","Call","Not Started","0055f00000DqpnpAAB",""
"Add to friends?","2025-10-10","Call","Not Started","0055f00000DqpnpAAB",""
"NS?","2025-10-15","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-10-16","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-10-16","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-10-16","Call","Not Started","0055f00000DqpnpAAB","003Vo00000bhmFPIAY"
"Did he get the job?","2025-10-21","Call","Not Started","0055f00000DqpnpAAB",""
"F/up to schedule Align (2nd)","2025-10-21","Call","Not Started","0055f00000DqpnpAAB","003Vo00000yjjhaIAA"
"F/up","2025-10-21","Call","Not Started","0055f00000DqpnpAAB","003Vo00000vOavzIAC"
"F/up to schedule Connection Interview (1st)","2025-10-21","Call","Not Started","0055f00000DqpnpAAB","003Vo00000oXBftIAG"
"F/up to schedule Align (2nd)","2025-10-21","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ymUxJIAU"
"F/up w/call still interested?","2025-10-21","Call","Not Started","0055f00000DqpnpAAB","003Vo00000w3unVIAQ"
"Call","2025-10-22","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-10-22","Call","Not Started","0055f00000DqpnpAAB","003Vo00000sgn0QIAQ"
"Sent to Avallon","2025-10-22","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktQalIAE"
"KIT","2025-10-22","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-10-22","Call","Not Started","0055f00000DqpnpAAB","003Vo000010b2SBIAY"
"Call","2025-10-23","Call","Not Started","0055f00000DqpnpAAB",""
"F/up to schedule Align (2nd)","2025-10-23","Call","Not Started","0055f00000DqpnpAAB","003Vo00000wWnifIAC"
"KIT","2025-10-23","Call","Not Started","0055f00000DqpnpAAB",""
"F/up","2025-10-23","Call","Not Started","0055f00000DqpnpAAB","003Vo00000zh57lIAA"
"Call","2025-10-23","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-10-24","Call","Not Started","0055f00000DqpnpAAB",""
"Went to; inancial Advisor Financial Advisor Wealth Enhancement ? Full-timeWealth Enhancement ? Full-time May 2025 - Present ? 3 mos","2025-10-24","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktQGKIA2"
"Call","2025-10-24","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktTf0IAE"
"KIT","2025-10-24","Call","Not Started","0055f00000DqpnpAAB","003Vo00000xYM7aIAG"
"KIT","2025-10-24","Call","Not Started","0055f00000DqpnpAAB","003Vo00000qJVa2IAG"
"Call","2025-10-24","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-10-24","Call","Not Started","0055f00000DqpnpAAB","003Vo00000WqlWhIAJ"
"Call","2025-10-24","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-10-24","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-10-24","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktQbDIAU"
"F/up","2025-10-24","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-10-24","Call","Not Started","0055f00000DqpnpAAB",""
"KIT","2025-10-24","Call","Not Started","0055f00000DqpnpAAB","003Vo000010b2SBIAY"
"Call","2025-10-28","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktSr5IAE"
"Call","2025-10-28","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-10-30","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-10-30","Call","Not Started","0055f00000DqpnpAAB",""
"KIT","2025-10-30","Call","Not Started","0055f00000DqpnpAAB",""
"Join organization.","2025-10-30","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-11-04","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-11-05","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-11-05","Call","Not Started","0055f00000DqpnpAAB",""
"F/up to schedule Align (2nd)","2025-11-05","Call","Not Started","0055f00000DqpnpAAB",""
"KIT","2025-11-05","Call","Not Started","0055f00000DqpnpAAB","003Vo000010vOczIAE"
"WHERE?","2025-11-10","Call","Not Started","0055f00000DqpnpAAB","003Vo00000yKmHGIA0"
"KIT","2025-11-10","Call","Not Started","0055f00000DqpnpAAB",""
"F/up to schedule Plan (3rd)","2025-11-10","Call","Not Started","0055f00000DqpnpAAB",""
"KIT","2025-11-12","Call","Not Started","0055f00000DqpnpAAB","003Vo00000xxBv9IAE"
"Did andrew connect?","2025-11-14","Call","Not Started","0055f00000DqpnpAAB",""
"F/up","2025-11-14","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-11-19","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktSEgIAM"
"Call","2025-11-19","Call","Not Started","0055f00000DqpnpAAB",""
"Follow up","2025-11-19","Call","Not Started","0055f00000DqpnpAAB","003Vo00000sYuWvIAK"
"KIT","2025-11-19","Call","Not Started","0055f00000DqpnpAAB",""
"F/up to schedule Align (2nd)","2025-11-19","Call","Not Started","0055f00000DqpnpAAB",""
"did Jr connect?","2025-11-19","Call","Not Started","0055f00000DqpnpAAB","003Vo000012sGSmIAM"
"F>up","2025-11-19","Call","Not Started","0055f00000DqpnpAAB",""
"Call","2025-11-23","Call","Not Started","0055f00000DqpnpAAB","003Vo00000ktRKiIAM"
